sampleID,BearID,pubname,year.sampled,year,bearyear.sampled,bearyear,sex,birth,age,repro,C13,N15,trophicpos,mass,headcirc,capturedate,Cmonth,cort.kit,cortisol,cortisol.kitcorrected,C13.suess,condition,fYEAR,fAGE
21,W9507,Riga,1997,1996,W9507_1997,W9507_1996,F,1994,3,SolitaryF,-22.3,4.36,2.75,43,44,35549,4,1,1.62,3.2376,-22.718,0.977272727,1996,3
5,W8905,Björnbergshonan,1997,1996,W8905_1997,W8905_1996,F,1987,10,SolitaryF,-22.44,4.98,2.94,90,58,35611,6,1,0.77,2.4046,-22.858,1.551724138,1996,10
17,W9404,Börrine,1997,1996,W9404_1997,W9404_1996,F,1993,4,SolitaryF,-22.45,4.23,2.71,83.5,56,35611,6,1,1.04,2.6692,-22.868,1.491071429,1996,4
18,W9504,Donna,1997,1996,W9504_1997,W9504_1996,F,1994,3,SolitaryF,-22.38,4.8,2.88,76,NA,35611,6,1,1.83,3.4434,-22.798,NA,1996,3
2,W8808,Noppihonan,1997,1996,W8808_1997,W8808_1996,F,1981,16,SolitaryF,-22.34,4.19,2.7,111,62,35612,7,1,0.73,2.3654,-22.758,1.790322581,1996,16
15,W9402,Kanga,1997,1996,W9402_1997,W9402_1996,F,1993,4,SolitaryF,-22.35,5.73,3.16,79,55,35612,7,1,0.68,2.3164,-22.768,1.436363636,1996,4
136,W9601,Jölla,1998,1997,W9601_1998,W9601_1997,F,1995,3,SolitaryF,-22.59,4.87,2.9,72,54,35893,4,1,1.47,3.0906,-22.986,1.333333333,1997,3
125,W9101,Griffel,1998,1997,W9101_1998,W9101_1997,F,1990,8,WithCubs,-22.81,4.09,2.67,95,62,35899,4,1,2.03,3.6394,-23.206,1.532258065,1997,8
144,W9801,Lohos,1998,1997,W9801_1998,W9801_1997,M,1997,1,WithMother,-22.86,4.63,2.83,25.5,41,35899,4,1,2.75,4.345,-23.256,0.62195122,1997,1
124,W9008,Rensjöhonan,1998,1997,W9008_1998,W9008_1997,F,1986,12,WithCubs,-22.96,3.92,2.62,102,62,35900,4,1,2.03,3.6394,-23.356,1.64516129,1997,12
130,W9310,Sari,1998,1997,W9310_1998,W9310_1997,F,1992,6,WithCubs,-22.15,3.99,2.64,90,62,35900,4,1,1.75,3.365,-22.546,1.451612903,1997,6
146,W9803,Nita,1998,1997,W9803_1998,W9803_1997,F,1997,1,WithMother,-22.48,5.23,3.01,28,43,35900,4,1,2.04,3.6492,-22.876,0.651162791,1997,1
147,W9804,Borregaard,1998,1997,W9804_1998,W9804_1997,F,1997,1,WithMother,-22.77,4.81,2.89,27,43,35900,4,1,2.58,4.1784,-23.166,0.627906977,1997,1
148,W9805,Rensjö_k5:2,1998,1997,W9805_1998,W9805_1997,F,1997,1,WithMother,-22.82,4.8,2.88,25,40,35900,4,1,3.1,4.688,-23.216,0.625,1997,1
128,W9306,Ava,1998,1997,W9306_1998,W9306_1997,F,1992,6,WithCubs,-22.49,3.8,2.59,84,58,35903,4,1,1.7,3.316,-22.886,1.448275862,1997,6
150,W9808,Eja,1998,1997,W9808_1998,W9808_1997,F,1997,1,WithMother,-22.83,4.51,2.8,24,42,35903,4,1,3.06,4.6488,-23.226,0.571428571,1997,1
151,W9809,Åmyn,1998,1997,W9809_1998,W9809_1997,M,1997,1,WithMother,-22.77,4.38,2.76,25,43,35903,4,1,2.47,4.0706,-23.166,0.581395349,1997,1
129,W9308,Järva,1998,1997,W9308_1998,W9308_1997,F,1988,10,WithCubs,-22.29,4.26,2.72,95,63,35912,4,1,2.64,4.2372,-22.686,1.507936508,1997,10
134,W9507,Riga,1998,1997,W9507_1998,W9507_1997,F,1994,4,SolitaryF,-22.33,4.37,2.76,65,54,35912,4,1,1.14,2.7672,-22.726,1.203703704,1997,4
137,W9605,Pila,1998,1997,W9605_1998,W9605_1997,F,1995,3,SolitaryF,-21.7,6.16,3.28,64,57,35912,4,1,0.8,2.434,-22.096,1.122807018,1997,3
153,W9812,Moa,1998,1997,W9812_1998,W9812_1997,F,1997,1,WithMother,-22.71,4.94,2.92,20,42,35912,4,1,1.95,3.561,-23.106,0.476190476,1997,1
154,W9812,Moa,1998,1997,W9812_1998,W9812_1997,F,1997,1,WithMother,-22.16,4.6,2.82,20,42,35912,4,1,3.79,5.3642,-22.556,0.476190476,1997,1
155,W9813,Amos,1998,1997,W9813_1998,W9813_1997,M,1997,1,WithMother,-22.28,5.29,3.03,29,44,35912,4,1,2.63,4.2274,-22.676,0.659090909,1997,1
156,W9814,Bella,1998,1997,W9814_1998,W9814_1997,F,1997,1,WithMother,-22.3,5.3,3.03,23,42,35912,4,1,2.63,4.2274,-22.696,0.547619048,1997,1
170,W9902,Torpa,1999,1998,W9902_1999,W9902_1998,F,1998,1,WithMother,-22.5,5.94,3.22,45,46,36260,4,1,1.62,3.2376,-22.874,0.97826087,1998,1
167,W9806,Femma,1999,1998,W9806_1999,W9806_1998,F,1996,3,SolitaryF,-22.25,4.54,2.81,62,54,36261,4,1,2.94,4.5312,-22.624,1.148148148,1998,3
160,W9003,Jöllmyrshonan,1999,1998,W9003_1999,W9003_1998,F,1989,10,WithCubs,-22.56,4.41,2.77,104,61,36262,4,1,1.88,3.4924,-22.934,1.704918033,1998,10
164,W9507,Riga,1999,1998,W9507_1999,W9507_1998,F,1994,5,SolitaryF,-22.07,4.74,2.86,82,59,36262,4,1,1.77,3.3846,-22.444,1.389830508,1998,5
173,W9904,Flena,1999,1998,W9904_1999,W9904_1998,F,1994,5,WithCubs,-21.7,5.21,3,111,60,36262,4,1,1.22,2.8456,-22.074,1.85,1998,5
174,W9905,Våna,1999,1998,W9905_1999,W9905_1998,F,1998,1,WithMother,-21.32,7.33,3.63,26,41,36262,4,1,1.39,3.0122,-21.694,0.634146341,1998,1
175,W9907,Jöllmyr_k3:1,1999,1998,W9907_1999,W9907_1998,M,1998,1,WithMother,-22.11,4.86,2.9,29,42,36262,4,1,1.39,3.0122,-22.484,0.69047619,1998,1
176,W9908,Sussi,1999,1998,W9908_1999,W9908_1998,F,1998,1,WithMother,-22.4,4.69,2.85,23,41.5,36262,4,1,2.53,4.1294,-22.774,0.554216867,1998,1
157,W8808,Noppihonan,1999,1998,W8808_1999,W8808_1998,F,1981,18,WithCubs,-22.4,4.21,2.71,90,61,36269,4,1,3.49,5.0702,-22.774,1.475409836,1998,18
178,W9911,Sika,1999,1998,W9911_1999,W9911_1998,F,1998,1,WithMother,-22.62,4.92,2.92,22.5,38,36269,4,1,2.83,4.4234,-22.994,0.592105263,1998,1
179,W9912,Noppi_k7:3,1999,1998,W9912_1999,W9912_1998,F,1998,1,WithMother,-22.51,4.79,2.88,21,39,36269,4,1,2.71,4.3058,-22.884,0.538461538,1998,1
162,W9404,Börrine,1999,1998,W9404_1999,W9404_1998,F,1993,6,WithCubs,-22.58,4.05,2.66,89,57,36270,4,1,2.73,4.3254,-22.954,1.561403509,1998,6
180,W9913,Strandli,1999,1998,W9913_1999,W9913_1998,F,1998,1,WithMother,-22.6,4.34,2.75,23,40,36270,4,1,2.57,4.1686,-22.974,0.575,1998,1
181,W9914,Gira,1999,1998,W9914_1999,W9914_1998,F,1998,1,WithMother,-22.45,4.67,2.84,22,41,36270,4,1,2.66,4.2568,-22.824,0.536585366,1998,1
182,W9915,Börrine_k3:3,1999,1998,W9915_1999,W9915_1998,M,1998,1,WithMother,-22.53,4.31,2.74,26,42,36270,4,1,1.66,3.2768,-22.904,0.619047619,1998,1
159,W8906,Tunturihonan,1999,1998,W8906_1999,W8906_1998,F,1981,18,WithCubs,-22.48,4.82,2.89,110,66,36271,4,1,2.74,4.3352,-22.854,1.666666667,1998,18
185,W9918,Ajto,1999,1998,W9918_1999,W9918_1998,M,1998,1,WithMother,-22.36,5.1,2.97,26,41,36271,4,1,2.52,4.1196,-22.734,0.634146341,1998,1
186,W9919,Milla,1999,1998,W9919_1999,W9919_1998,F,1998,1,WithMother,-22.41,5.26,3.02,22,40,36271,4,1,2.64,4.2372,-22.784,0.55,1998,1
187,W9920,Alan,1999,1998,W9920_1999,W9920_1998,M,1998,1,WithMother,-22.41,5.07,2.96,23,40,36271,4,1,1.95,3.561,-22.784,0.575,1998,1
158,W8811,Mossihonan,1999,1998,W8811_1999,W8811_1998,F,1978,21,SolitaryF,-22.23,6.1,3.26,140,64,36273,4,1,1.8,3.414,-22.604,2.1875,1998,21
177,W9910,Hinsa,1999,1998,W9910_1999,W9910_1998,F,1998,1,WithMother,-22.47,5,2.94,27,50,36338,6,1,2.78,4.3744,-22.844,0.54,1998,1
234,W0004,Öda,2000,1999,W0004_2000,W0004_1999,F,1994,6,WithCubs,-22.3,4.62,2.83,95,59,36626,4,1,3.43,5.0114,-22.652,1.610169492,1999,6
235,W0005,Öda_k1:1,2000,1999,W0005_2000,W0005_1999,M,1999,1,WithMother,-22.47,5.44,3.07,45,46,36626,4,1,2.77,4.3646,-22.822,0.97826087,1999,1
236,W0006,Sari_k2:1,2000,1999,W0006_2000,W0006_1999,M,1999,1,WithMother,-22.76,4.73,2.86,32,40,36630,4,1,3.73,5.3054,-23.112,0.8,1999,1
237,W0007,Sari_k2:2,2000,1999,W0007_2000,W0007_1999,M,1999,1,WithMother,-22.75,4.76,2.87,38,43,36630,4,1,2.98,4.5704,-23.102,0.88372093,1999,1
189,W0008,Vana,2000,1999,W0008_2000,W0008_1999,F,1999,1,WithMother,-22.93,4.65,2.84,32,40,36630,4,1,2.56,4.1588,-23.282,0.8,1999,1
190,W0009,Binna_k1:1,2000,1999,W0009_2000,W0009_1999,M,1999,1,WithMother,-22.72,5.83,3.19,37,39.5,36630,4,1,2.19,3.7962,-23.072,0.936708861,1999,1
220,W9310,Sari,2000,1999,W9310_2000,W9310_1999,F,1992,8,WithCubs,-22.55,3.87,2.61,100,60,36630,4,1,2.72,4.3156,-22.902,1.666666667,1999,8
222,W9502,Binna,2000,1999,W9502_2000,W9502_1999,F,1994,6,WithCubs,-22.44,4.97,2.93,104,63,36630,4,1,2.27,3.8746,-22.792,1.650793651,1999,6
200,W0010,Hirva,2000,1999,W0010_2000,W0010_1999,F,1999,1,WithMother,-22.8,5.23,3.01,30,38.5,36631,4,1,2.54,4.1392,-23.152,0.779220779,1999,1
201,W0011,Grivla_k1:2,2000,1999,W0011_2000,W0011_1999,M,1999,1,WithMother,-22.81,5.21,3,32,39,36631,4,1,2.19,3.7962,-23.162,0.820512821,1999,1
221,W9403,Grivla,2000,1999,W9403_2000,W9403_1999,F,1993,7,WithCubs,-22.28,4.89,2.91,102,58,36631,4,1,2.34,3.9432,-22.632,1.75862069,1999,7
204,W0014,Täxås_k6:1,2000,1999,W0014_2000,W0014_1999,M,1999,1,WithMother,-22.67,5.84,3.19,42,45,36632,4,1,1.88,3.4924,-23.022,0.933333333,1999,1
215,W8904,Täxåshonan,2000,1999,W8904_2000,W8904_1999,F,1987,13,WithCubs,-22.42,5.17,2.99,107,60,36632,4,1,2.44,4.0412,-22.772,1.783333333,1999,13
205,W0015,Tälla,2000,1999,W0015_2000,W0015_1999,F,1999,1,WithMother,-22.59,5.72,3.15,36,41.5,36633,4,1,1.82,3.4336,-22.942,0.86746988,1999,1
224,W9806,Femma,2000,1999,W9806_2000,W9806_1999,F,1996,4,SolitaryF,-22.19,4.86,2.9,NA,58,36633,4,1,8.37,9.8526,-22.542,NA,1999,4
207,W0017,Kataja,2000,1999,W0017_2000,W0017_1999,M,1999,1,WithMother,-22.87,5.05,2.96,30,38,36643,4,1,2.19,3.7962,-23.222,0.789473684,1999,1
219,W9307,Tippa,2000,1999,W9307_2000,W9307_1999,F,1992,8,WithCubs,-22.55,4.77,2.87,89,59,36643,4,1,3.29,4.8742,-22.902,1.508474576,1999,8
208,W0018,Tuva,2000,1999,W0018_2000,W0018_1999,F,1999,1,WithMother,-22.64,5.75,3.16,27,38,36644,4,1,2.32,3.9236,-22.992,0.710526316,1999,1
209,W0019,Leta,2000,1999,W0019_2000,W0019_1999,F,1999,1,WithMother,-22.52,5.66,3.14,24,37,36644,4,1,2.12,3.7276,-22.872,0.648648649,1999,1
210,W0020,Spana,2000,1999,W0020_2000,W0020_1999,F,1999,1,WithMother,-22.6,5.69,3.14,24,36,36644,4,1,3.35,4.933,-22.952,0.666666667,1999,1
834,W0021,Tangå,2000,1999,W0021_2000,W0021_1999,F,1999,1,WithMother,-22.9,4.6,2.82,30,40,36644,4,2,7.45,7.45,-23.252,0.75,1999,1
835,W0022,Rensjö_k6:2,2000,1999,W0022_2000,W0022_1999,M,1999,1,WithMother,-22.7,4.67,2.84,30,39,36644,4,2,12.57,12.57,-23.052,0.769230769,1999,1
836,W0023,Rensjö_k6:3,2000,1999,W0023_2000,W0023_1999,M,1999,1,WithMother,-22.91,4.71,2.86,28,38,36644,4,2,5.7,5.7,-23.262,0.736842105,1999,1
211,W0024,Mossi_k5:1,2000,1999,W0024_2000,W0024_1999,M,1999,1,WithMother,-22.41,5.4,3.06,36,42,36644,4,1,2.63,4.2274,-22.762,0.857142857,1999,1
833,W9008,Rensjöhonan,2000,1999,W9008_2000,W9008_1999,F,1986,14,WithCubs,-22.9,3.92,2.62,111,61,36644,4,2,5.42,5.42,-23.252,1.819672131,1999,14
223,W9504,Donna,2000,1999,W9504_2000,W9504_1999,F,1994,6,WithCubs,-22.39,4.99,2.94,82,57,36644,4,1,3.1,4.688,-22.742,1.438596491,1999,6
225,W9812,Moa,2000,1999,W9812_2000,W9812_1999,F,1997,3,SolitaryF,-22.25,5.34,3.04,63,55,36690,6,1,2.26,3.8648,-22.602,1.145454545,1999,3
227,W9908,Sussi,2000,1999,W9908_2000,W9908_1999,F,1998,2,SolitaryF,-22.16,4.46,2.78,51,49,36690,6,1,1.68,3.2964,-22.512,1.040816327,1999,2
212,W0025,Brinda,2000,1999,W0025_2000,W0025_1999,F,1999,1,WithMother,-22.42,5.49,3.09,52,54,36759,8,1,2.6,4.198,-22.772,0.962962963,1999,1
257,W0104,Abborrgina,2001,2000,W0104_2001,W0104_2000,F,2000,1,WithMother,-22.48,5.21,3,34,45,36998,4,1,2.53,4.1294,-22.81,0.755555556,2000,1
258,W0105,Abborra,2001,2000,W0105_2001,W0105_2000,F,2000,1,WithMother,-22.46,5.72,3.15,35,45,36998,4,1,1.79,3.4042,-22.79,0.777777778,2000,1
259,W0106,Stubba_k2:3,2001,2000,W0106_2001,W0106_2000,M,2000,1,WithMother,-22.63,5.57,3.11,26.5,42.5,36998,4,1,2.74,4.3352,-22.96,0.623529412,2000,1
260,W0107,Akita,2001,2000,W0107_2001,W0107_2000,F,2000,1,WithMother,-22.36,5.49,3.09,28.5,44,36999,4,1,2.1,3.708,-22.69,0.647727273,2000,1
239,W9003,Jöllmyrshonan,2001,2000,W9003_2001,W9003_2000,F,1989,12,WithCubs,-22.58,5.1,2.97,112,62,36999,4,1,1.74,3.3552,-22.91,1.806451613,2000,12
838,W0112,Griffel_k4:1,2001,2000,W0112_2001,W0112_2000,M,2000,1,WithMother,-22.45,4.93,2.92,22,40,37006,4,2,8.83,8.83,-22.78,0.55,2000,1
839,W0113,Griffel_k4:2,2001,2000,W0113_2001,W0113_2000,M,2000,1,WithMother,-22.75,4.79,2.88,20,39,37006,4,2,10.46,10.46,-23.08,0.512820513,2000,1
840,W0114,Griffel_k4:3,2001,2000,W0114_2001,W0114_2000,M,2000,1,WithMother,-22.69,4.64,2.84,19,38,37006,4,2,11.02,11.02,-23.02,0.5,2000,1
247,W0115,Tunturi_k6:1,2001,2000,W0115_2001,W0115_2000,M,2000,1,WithMother,-22.78,4.4,2.76,26,41,37006,4,1,2.13,3.7374,-23.11,0.634146341,2000,1
248,W0116,Tunturi_k6:2,2001,2000,W0116_2001,W0116_2000,M,2000,1,WithMother,-22.92,5.34,3.04,28,42,37006,4,1,2.63,4.2274,-23.25,0.666666667,2000,1
249,W0117,Delåsa,2001,2000,W0117_2001,W0117_2000,F,2000,1,WithMother,-21.62,5.64,3.13,18,39,37006,4,1,3.39,4.9722,-21.95,0.461538462,2000,1
238,W8906,Tunturihonan,2001,2000,W8906_2001,W8906_2000,F,1981,20,WithCubs,-22.38,4.72,2.86,125,69,37006,4,1,1.76,3.3748,-22.71,1.811594203,2000,20
837,W9101,Griffel,2001,2000,W9101_2001,W9101_2000,F,1990,11,WithCubs,-22.51,4.29,2.73,93,61,37006,4,2,9.62,9.62,-22.84,1.524590164,2000,11
250,W0118,Noppi_k8:1,2001,2000,W0118_2001,W0118_2000,M,2000,1,WithMother,-22.71,4.88,2.91,22,39.5,37008,4,1,3.57,5.1486,-23.04,0.556962025,2000,1
251,W0119,Noppi_k8:2,2001,2000,W0119_2001,W0119_2000,M,2000,1,WithMother,-22.65,4.86,2.9,26,39.5,37008,4,1,3.35,4.933,-22.98,0.658227848,2000,1
243,W9804,Borregaard,2001,2000,W9804_2001,W9804_2000,F,1997,4,SolitaryF,-22.31,4.3,2.74,71,54.5,37008,4,1,2.94,4.5312,-22.64,1.302752294,2000,4
245,W9814,Bella,2001,2000,W9814_2001,W9814_2000,F,1997,4,SolitaryF,-22.47,4.57,2.81,67,54,37008,4,1,2.73,4.3254,-22.8,1.240740741,2000,4
266,W9007,Rassakuhonan,2002,2001,W9007_2002,W9007_2001,F,1986,16,WithCubs,-22.55,4.25,2.72,90,62,37364,4,1,3.86,5.4328,-22.858,1.451612903,2001,16
286,W0120,Rådlösa,2002,2001,W0120_2002,W0120_2001,F,1999,3,SolitaryF,-22.72,4.12,2.68,58,52,37365,4,1,2.29,3.8942,-23.028,1.115384615,2001,3
291,W0205,Blecka,2002,2001,W0205_2002,W0205_2001,F,2001,1,WithMother,-22.75,5.06,2.96,18,38,37365,4,1,3.23,4.8154,-23.058,0.473684211,2001,1
292,W0206,Binna_k2:2,2002,2001,W0206_2002,W0206_2001,M,2001,1,WithMother,-22.68,4.91,2.91,21,39,37365,4,1,4.36,5.9228,-22.988,0.538461538,2001,1
293,W0207,Binna_k2:3,2002,2001,W0207_2002,W0207_2001,M,2001,1,WithMother,-22.58,5.19,3,26,42,37365,4,1,3.1,4.688,-22.888,0.619047619,2001,1
272,W9502,Binna,2002,2001,W9502_2002,W9502_2001,F,1994,8,WithCubs,-22.86,4.2,2.71,88,62,37365,4,1,5.88,7.4124,-23.168,1.419354839,2001,8
285,W0109,Loma,2002,2001,W0109_2002,W0109_2001,F,1994,8,WithCubs,-22.44,3.81,2.59,76,57,37366,4,1,3.26,4.8448,-22.748,1.333333333,2001,8
294,W0208,Snotta,2002,2001,W0208_2002,W0208_2001,F,2001,1,WithMother,-22.63,3.9,2.62,17,38,37366,4,1,3.84,5.4132,-22.938,0.447368421,2001,1
295,W0209,Lanna,2002,2001,W0209_2002,W0209_2001,F,2001,1,WithMother,-22.53,4.3,2.74,16,37,37366,4,1,4.11,5.6778,-22.838,0.432432432,2001,1
296,W0210,Tippa_k5:2,2002,2001,W0210_2002,W0210_2001,M,2001,1,WithMother,-22.66,5.24,3.01,20,40,37366,4,1,4.38,5.9424,-22.968,0.5,2001,1
297,W0211,Tippa_k5:3,2002,2001,W0211_2002,W0211_2001,M,2001,1,WithMother,-22.57,5.19,3,18.5,38,37366,4,1,3.74,5.3152,-22.878,0.486842105,2001,1
298,W0212,Salma,2002,2001,W0212_2002,W0212_2001,F,2001,1,WithMother,-22.56,5.4,3.06,17,38,37366,4,1,3.91,5.4818,-22.868,0.447368421,2001,1
269,W9307,Tippa,2002,2001,W9307_2002,W9307_2001,F,1992,10,WithCubs,-22.7,4.59,2.82,89,59,37366,4,1,5.31,6.8538,-23.008,1.508474576,2001,10
280,W0004,Öda,2002,2001,W0004_2002,W0004_2001,F,1994,8,WithCubs,-22.42,4.27,2.73,86,60,37368,4,1,3.72,5.2956,-22.728,1.433333333,2001,8
